target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
0,"[0.008503171081782277, -1.568940696822983, 1.5809763783842639, 0.001128693078101004, 1.5736926553953157, -0.004403525965338581]","[0.662647006563812, 0.16931461293416936, 0.6155074021654098]","[-0.005664975406256736, 0.013138699900751295, 0.9998976360700952, 0.9999740913074837, 0.004515376180198949, 0.005606076321583812, -0.004441257414138148, 0.9999034883141819, -0.013163938989226328]","[0.4964087181407867, 0.5007453413170138, 0.5058024047431176, 0.49698733893250024]","[-0.005664975406256736, 0.013138699900751295, 0.9998976360700952, 0.662647006563812, 0.9999740913074837, 0.004515376180198949, 0.005606076321583812, 0.16931461293416936, -0.004441257414138148, 0.9999034883141819, -0.013163938989226328, 0.6155074021654098, 0.0, 0.0, 0.0, 1.0]",True,True
1,"[-0.0007505349177719361, -1.5711397023000033, 1.5737939261317675, -0.00021719684654939643, 1.5725281931140784, 0.0015448068645306085]","[0.6641281990628788, 0.16328291671526973, 0.6218566036386602]","[0.002486155311429152, 0.0024331859567859465, 0.9999939493006281, 0.9999957228123534, -0.0015466301492871575, -0.0024823964591514746, 0.0015405806588895021, 0.9999958437620035, -0.002437020712353497]","[0.49962548585159977, 0.5016148438226958, 0.4996008995317255, 0.499155149759447]","[0.002486155311429152, 0.0024331859567859465, 0.9999939493006281, 0.6641281990628788, 0.9999957228123534, -0.0015466301492871575, -0.0024823964591514746, 0.16328291671526973, 0.0015405806588895021, 0.9999958437620035, -0.002437020712353497, 0.6218566036386602, 0.0, 0.0, 0.0, 1.0]",True,True
2,"[-0.0011583668741302227, -1.5725664996056063, 1.5670427868453447, 0.0055315573297320675, 1.5691857770793962, 0.001514075831433779]","[0.6635965274990372, 0.1633209142080649, 0.6267595226032386]","[-0.000452170430664286, 8.528989414227134e-06, 0.9999998977345738, 0.9999987515397278, -0.0015140837749222293, 0.0004521828259946247, 0.0015140874767463426, 0.9999988537381324, -7.844354853553878e-06]","[0.49950623155261037, 0.5002673679391632, 0.4997364132746872, 0.5004893629865506]","[-0.000452170430664286, 8.528989414227134e-06, 0.9999998977345738, 0.6635965274990372, 0.9999987515397278, -0.0015140837749222293, 0.0004521828259946247, 0.1633209142080649, 0.0015140874767463426, 0.9999988537381324, -7.844354853553878e-06, 0.6267595226032386, 0.0, 0.0, 0.0, 1.0]",True,True
3,"[1.2408074733140676e-05, -1.564906196684414, 1.559943070261789, 0.0017830346937281296, 1.564301952086578, 0.0016621475753092214]","[0.6684611739459032, 0.16454807154656426, 0.6267235521703413]","[-0.006511980812342192, -0.003169267083509377, 0.9999737745821402, 0.9999774495613712, -0.0016621506737424783, 0.006506736806792071, 0.001641485496363689, 0.9999935964801431, 0.0031800195084411443]","[0.4987499092787779, 0.4979884914214784, 0.5004172785361629, 0.5028305258719198]","[-0.006511980812342192, -0.003169267083509377, 0.9999737745821402, 0.6684611739459032, 0.9999774495613712, -0.0016621506737424783, 0.006506736806792071, 0.16454807154656426, 0.001641485496363689, 0.9999935964801431, 0.0031800195084411443, 0.6267235521703413, 0.0, 0.0, 0.0, 1.0]",True,True
4,"[0.0006709012822691652, -1.5771695534190227, 1.5708732468937465, 0.0015943018825846159, 1.5692521975642306, -0.0010371275134544887]","[0.6610209260425974, 0.16452688551847527, 0.6276257250382314]","[-0.0022101338813391444, -0.004704281184187108, 0.9999864924321562, 0.9999970122882602, 0.0010339706256421994, 0.002215021286205711, -0.0010443767421730967, 0.9999884002543658, 0.004701981915638944]","[0.5008806790693623, 0.4980095163692607, 0.4996353977130079, 0.5014673830797313]","[-0.0022101338813391444, -0.004704281184187108, 0.9999864924321562, 0.6610209260425974, 0.9999970122882602, 0.0010339706256421994, 0.002215021286205711, 0.16452688551847527, -0.0010443767421730967, 0.9999884002543658, 0.004701981915638944, 0.6276257250382314, 0.0, 0.0, 0.0, 1.0]",True,True
5,"[0.0029850680400195636, -1.5633250642874674, 1.566725052294895, 0.005799552605829467, 1.5700071194301632, 0.005680819908203294]","[0.6675081925414886, 0.16600705901510324, 0.620793820313438]","[-0.0037219124687170617, 0.009220661842957738, 0.9999505621593263, 0.9999768978331269, -0.005653288099186748, 0.003774140127675852, 0.005687808682695654, 0.9999415081537745, -0.00919940778222355]","[0.4953345817853505, 0.5027749952545107, 0.5018137184632744, 0.5000439462651458]","[-0.0037219124687170617, 0.009220661842957738, 0.9999505621593263, 0.6675081925414886, 0.9999768978331269, -0.005653288099186748, 0.003774140127675852, 0.16600705901510324, 0.005687808682695654, 0.9999415081537745, -0.00919940778222355, 0.620793820313438, 0.0, 0.0, 0.0, 1.0]",True,True
6,"[0.0019373514371404097, -1.5718688853478766, 1.5617343579981435, 0.0008808401302750086, 1.5659698808591374, 0.005881798606250516]","[0.6645600984107933, 0.16567379323752163, 0.6302576602363671]","[-0.0068178492941609915, -0.009213596382451226, 0.9999343111288378, 0.9999597232359969, -0.005899556811123299, 0.006763662855338821, 0.005836851616279949, 0.9999401506445941, 0.00925344757784469]","[0.49913325912840145, 0.49745056536783566, 0.49791185085946504, 0.5054628704670426]","[-0.0068178492941609915, -0.009213596382451226, 0.9999343111288378, 0.6645600984107933, 0.9999597232359969, -0.005899556811123299, 0.006763662855338821, 0.16567379323752163, 0.005836851616279949, 0.9999401506445941, 0.00925344757784469, 0.6302576602363671, 0.0, 0.0, 0.0, 1.0]",True,True
7,"[-0.00014954694805129325, -1.5711938899466178, 1.5688729410806745, 0.007347658760470785, 1.5732886959032066, 0.003752131690672669]","[0.6636965859197739, 0.16361195191541206, 0.6244662319424101]","[0.002660723649765882, 0.005016740416240266, 0.9999838763026411, 0.9999894681141973, -0.003752861102180471, -0.002641911094735346, 0.0037395468100187568, 0.9999803739819817, -0.0050266729067919595]","[0.498467950233712, 0.5028519309047988, 0.4996531517349925, 0.49901539669273304]","[0.002660723649765882, 0.005016740416240266, 0.9999838763026411, 0.6636965859197739, 0.9999894681141973, -0.003752861102180471, -0.002641911094735346, 0.16361195191541206, 0.0037395468100187568, 0.9999803739819817, -0.0050266729067919595, 0.6244662319424101, 0.0, 0.0, 0.0, 1.0]",True,True
8,"[0.005053040337727557, -1.5671690458334577, 1.5745941469428537, 0.010290812674051781, 1.5728595903641738, 0.00353461128462018]","[0.6638039057064372, 0.1671071143351373, 0.6177314652000289]","[-0.002927462745321193, 0.017725218876470203, 0.9998386102655049, 0.9999895986792389, -0.0034450741075893517, 0.002988979379033238, 0.0034974984217044317, 0.9998369607491886, -0.01771494918467827]","[0.49394142212473213, 0.5045375507697486, 0.5042810074309785, 0.497156310346211]","[-0.002927462745321193, 0.017725218876470203, 0.9998386102655049, 0.6638039057064372, 0.9999895986792389, -0.0034450741075893517, 0.002988979379033238, 0.1671071143351373, 0.0034974984217044317, 0.9998369607491886, -0.01771494918467827, 0.6177314652000289, 0.0, 0.0, 0.0, 1.0]",True,True
9,"[0.011144778547118829, -1.5718538060081282, 1.5627322921096944, 0.00979483130946637, 1.5725038100278024, -0.002828602950125068]","[0.6618844422655845, 0.17117060313868476, 0.6287577742689355]","[-0.009439022289851292, 0.0006465787118088272, 0.9999552423954688, 0.9999514475118071, 0.0028359774137489695, 0.009437152703558717, -0.002829748620155216, 0.9999957695750906, -0.0006733161728254479]","[0.4981775885542906, 0.497091117520024, 0.5032266675853997, 0.5014802410622169]","[-0.009439022289851292, 0.0006465787118088272, 0.9999552423954688, 0.6618844422655845, 0.9999514475118071, 0.0028359774137489695, 0.009437152703558717, 0.17117060313868476, -0.002829748620155216, 0.9999957695750906, -0.0006733161728254479, 0.6287577742689355, 0.0, 0.0, 0.0, 1.0]",True,True
