target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
0,"[0.003070694043025483, -1.5709382613229785, 1.5811890618156468, 0.0021042475748555656, 1.5747004487422698, -0.00018430209227011292]","[0.6624404537036874, 0.16561597051511773, 0.6166032961989976]","[0.0008308528279739739, 0.012354828626697243, 0.9999233310075243, 0.999999627808317, 0.00022223998445237728, -0.0008336621716981403, -0.00023252269880057232, 0.9999236514949499, -0.012354639379613213]","[0.4971665851183116, 0.5032303777155982, 0.5029279338374663, 0.4966367555386835]","[0.0008308528279739739, 0.012354828626697243, 0.9999233310075243, 0.6624404537036874, 0.999999627808317, 0.00022223998445237728, -0.0008336621716981403, 0.16561597051511773, -0.00023252269880057232, 0.9999236514949499, -0.012354639379613213, 0.6166032961989976, 0.0, 0.0, 0.0, 1.0]",True,True
1,"[0.005122413984673664, -1.571835278846865, 1.5675926738016155, 0.0045416376709702735, 1.570502971518291, 0.001248310308629271]","[0.6629757870761852, 0.1673662647937767, 0.6260001396322452]","[-0.005415365273807373, 0.00030578878368640855, 0.9999852900478939, 0.999984557542405, -0.0012467595075790826, 0.005415742557645784, 0.0012483972411358997, 0.9999991760416356, -0.00029903240341395027]","[0.49825667150957437, 0.4990316689943598, 0.5011156648343879, 0.5015882505546687]","[-0.005415365273807373, 0.00030578878368640855, 0.9999852900478939, 0.6629757870761852, 0.999984557542405, -0.0012467595075790826, 0.005415742557645784, 0.1673662647937767, 0.0012483972411358997, 0.9999991760416356, -0.00029903240341395027, 0.6260001396322452, 0.0, 0.0, 0.0, 1.0]",True,True
2,"[0.005160675552247303, -1.570151406515152, 1.5701194565022185, -0.002617744415221163, 1.5760772742202107, -0.0016212996924050752]","[0.6643472630703736, 0.16688478672982893, 0.6238628619972328]","[0.00012454906214636553, -0.0026494578018055387, 0.9999964824242571, 0.9999987005348238, 0.0016076252618665752, -0.00012028998813590966, -0.0016073009036754046, 0.9999951979456569, 0.0026496545871460384]","[0.501094259823229, 0.4989657476253088, 0.49970827029692394, 0.500229317479277]","[0.00012454906214636553, -0.0026494578018055387, 0.9999964824242571, 0.6643472630703736, 0.9999987005348238, 0.0016076252618665752, -0.00012028998813590966, 0.16688478672982893, -0.0016073009036754046, 0.9999951979456569, 0.0026496545871460384, 0.6238628619972328, 0.0, 0.0, 0.0, 1.0]",True,True
3,"[0.0003058556010536046, -1.5694734899417482, 1.5723652438544078, 0.005200842763888122, 1.5703858883803268, 0.007077036784640357]","[0.6643176680835181, 0.16418203545424723, 0.6212021754352302]","[-0.0006589920820413301, 0.008097374209936009, 0.9999669985856234, 0.9999747188710857, -0.007074500407358692, 0.0007162839375073114, 0.0070800669579218056, 0.9999421903164655, -0.008092507459421893]","[0.4960277210124395, 0.5036139433595785, 0.5004190741603741, 0.49991023820031394]","[-0.0006589920820413301, 0.008097374209936009, 0.9999669985856234, 0.6643176680835181, 0.9999747188710857, -0.007074500407358692, 0.0007162839375073114, 0.16418203545424723, 0.0070800669579218056, 0.9999421903164655, -0.008092507459421893, 0.6212021754352302, 0.0, 0.0, 0.0, 1.0]",True,True
4,"[-0.0002528918534056843, -1.5691396906257362, 1.5701510419260212, 0.010699311033681639, 1.5689348627288047, -0.0009565838465460356]","[0.6641936752421586, 0.16394466304022157, 0.6219486008531899]","[-0.0016196451189063332, 0.011708850121387981, 0.9999301373488668, 0.9999982515225182, 0.0009536214108825437, 0.0016085888571028843, -0.0009347200625278496, 0.999930994336629, -0.011710374176990628]","[0.4968962673725236, 0.502279082693875, 0.5035582490404609, 0.4972312463861844]","[-0.0016196451189063332, 0.011708850121387981, 0.9999301373488668, 0.6641936752421586, 0.9999982515225182, 0.0009536214108825437, 0.0016085888571028843, 0.16394466304022157, -0.0009347200625278496, 0.999930994336629, -0.011710374176990628, 0.6219486008531899, 0.0, 0.0, 0.0, 1.0]",True,True
5,"[0.0021109146234071048, -1.5724360746327533, 1.572793191366491, 0.006507851380829273, 1.571364869149187, 0.0014556442493557683]","[0.6623525491979336, 0.16528711737553795, 0.6227645806640821]","[-0.001532390575130869, 0.0068671365821771115, 0.9999752468007829, 0.9999977721618757, -0.0014411503723022136, 0.001542321915056399, 0.0014517060344643234, 0.9999753824573713, -0.006864912878060565]","[0.4975343069011689, 0.5016905601751024, 0.5017360244891952, 0.49902620874794057]","[-0.001532390575130869, 0.0068671365821771115, 0.9999752468007829, 0.6623525491979336, 0.9999977721618757, -0.0014411503723022136, 0.001542321915056399, 0.16528711737553795, 0.0014517060344643234, 0.9999753824573713, -0.006864912878060565, 0.6227645806640821, 0.0, 0.0, 0.0, 1.0]",True,True
6,"[0.0010519074811357343, -1.5737589943518409, 1.5718857490990115, 0.0005561123054810361, 1.576422484835581, -0.004031539618363006]","[0.6626644272321175, 0.16411942338334404, 0.6247909097956301]","[0.004579502610355705, -0.0012986802010551068, 0.9999886707286123, 0.99998141715323, 0.0040301014411162645, -0.00457423551996619, -0.0040241153138985755, 0.9999910358158766, 0.0013171119279495173]","[0.5024755506438651, 0.49980803545993785, 0.4995331537803099, 0.49817354101670164]","[0.004579502610355705, -0.0012986802010551068, 0.9999886707286123, 0.6626644272321175, 0.99998141715323, 0.0040301014411162645, -0.00457423551996619, 0.16411942338334404, -0.0040241153138985755, 0.9999910358158766, 0.0013171119279495173, 0.6247909097956301, 0.0, 0.0, 0.0, 1.0]",True,True
7,"[0.010242252917668858, -1.5721213021618177, 1.5723589016474633, -0.004624079215370854, 1.5732815081117746, -0.0037702311220773528]","[0.6624838544842703, 0.17050601843605384, 0.6238690285869244]","[-0.007740425499376722, -0.004415450301815568, 0.9999602940175779, 0.9999629761083471, 0.0037251829811067506, 0.007756895274167344, -0.0037592852546362585, 0.9999833132659712, 0.004386452323325194]","[0.5000927938405669, 0.49602115358021565, 0.5017666679237369, 0.502096030367099]","[-0.007740425499376722, -0.004415450301815568, 0.9999602940175779, 0.6624838544842703, 0.9999629761083471, 0.0037251829811067506, 0.007756895274167344, 0.17050601843605384, -0.0037592852546362585, 0.9999833132659712, 0.004386452323325194, 0.6238690285869244, 0.0, 0.0, 0.0, 1.0]",True,True
8,"[0.005717274652731696, -1.5701839838298355, 1.5702312961773275, -0.009418625392654693, 1.5811787034769478, -0.003932681919680066]","[0.6650072788529668, 0.16678849661158232, 0.6244418646756549]","[0.0047014463169475565, -0.009352606005871487, 0.9999452110808009, 0.9999815936257699, 0.0038790525096881515, -0.004665336139292794, -0.0038352069297978714, 0.9999487395424459, 0.009370671015440238]","[0.5044678309471468, 0.4978583440075649, 0.49744520682616383, 0.5001975040393555]","[0.0047014463169475565, -0.009352606005871487, 0.9999452110808009, 0.6650072788529668, 0.9999815936257699, 0.0038790525096881515, -0.004665336139292794, 0.16678849661158232, -0.0038352069297978714, 0.9999487395424459, 0.009370671015440238, 0.6244418646756549, 0.0, 0.0, 0.0, 1.0]",True,True
9,"[0.0062009681026996884, -1.5754078909230964, 1.5773719048966375, -0.0007570130709385352, 1.5665078608234149, 0.004657083899213786]","[0.660504307155641, 0.1684353736490144, 0.6223582878119095]","[-0.01048350387498575, 0.0012558131950809483, 0.999944257986275, 0.9999341776689826, -0.004649326011921938, 0.010489237202481582, 0.004662239371612781, 0.9999884032831851, -0.0012069893072670698]","[0.49589822060726957, 0.4988418615764426, 0.5017572040265916, 0.5034694232472416]","[-0.01048350387498575, 0.0012558131950809483, 0.999944257986275, 0.660504307155641, 0.9999341776689826, -0.004649326011921938, 0.010489237202481582, 0.1684353736490144, 0.004662239371612781, 0.9999884032831851, -0.0012069893072670698, 0.6223582878119095, 0.0, 0.0, 0.0, 1.0]",True,True
10,"[-0.00043212807843929363, -1.5740422309494433, 1.5758841798553558, 0.00893170819342997, 1.5653365201295615, -0.0009974903291243937]","[0.661330325600435, 0.16415862768433617, 0.6215560467604244]","[-0.005038084454892503, 0.010768427387859984, 0.9999293268409611, 0.9999868682699931, 0.0009928224584923148, 0.005027682481778009, -0.0009386120588585664, 0.9999415259279706, -0.010773287903173527]","[0.49628153554722, 0.501184192934541, 0.5041835466416368, 0.4983151548200262]","[-0.005038084454892503, 0.010768427387859984, 0.9999293268409611, 0.661330325600435, 0.9999868682699931, 0.0009928224584923148, 0.005027682481778009, 0.16415862768433617, -0.0009386120588585664, 0.9999415259279706, -0.010773287903173527, 0.6215560467604244, 0.0, 0.0, 0.0, 1.0]",True,True
11,"[0.008879628037043336, -1.5821999999142744, 1.5795499880544084, -0.0033191355646862647, 1.5678313500669723, 0.003778585498140288]","[0.6567235799234771, 0.1700524590990476, 0.6256292179742767]","[-0.011866744293498654, -0.005924079751623674, 0.9999120389609122, 0.9999225153396123, -0.00383131346577323, 0.011844169621789519, 0.0037608106540284706, 0.9999751128484264, 0.005969085943522578]","[0.4975618122867375, 0.4964865263098163, 0.500516319635085, 0.5053877579895447]","[-0.011866744293498654, -0.005924079751623674, 0.9999120389609122, 0.6567235799234771, 0.9999225153396123, -0.00383131346577323, 0.011844169621789519, 0.1700524590990476, 0.0037608106540284706, 0.9999751128484264, 0.005969085943522578, 0.6256292179742767, 0.0, 0.0, 0.0, 1.0]",True,True
12,"[0.008664609579714476, -1.577287552149406, 1.5817251893256574, -0.010893305173684411, 1.5642674520325826, -0.00026131761909559386]","[0.6598142874094538, 0.17026631108592472, 0.6216450616890467]","[-0.015191076333965403, -0.006459350953941891, 0.9998637447097827, 0.9998845628929875, 0.00020535311010062347, 0.015192719256240087, -0.0003034602352737754, 0.999979117089629, 0.006455485770383635]","[0.4978628733262099, 0.4945068464605801, 0.5022302618504989, 0.5053318733748763]","[-0.015191076333965403, -0.006459350953941891, 0.9998637447097827, 0.6598142874094538, 0.9998845628929875, 0.00020535311010062347, 0.015192719256240087, 0.17026631108592472, -0.0003034602352737754, 0.999979117089629, 0.006455485770383635, 0.6216450616890467, 0.0, 0.0, 0.0, 1.0]",True,True
